Price,Close,High,Low,Open,Volume
Ticker,IAAG11.SA,IAAG11.SA,IAAG11.SA,IAAG11.SA,IAAG11.SA
Date,,,,,
2023-07-05,8.549461364746094,8.592208834637859,8.523813208947104,8.549461364746094,19896
2023-07-06,8.56656265258789,8.592210814296257,8.463968375073708,8.472518034089951,13134
2023-07-07,8.540914535522461,8.558013855276672,8.498167051477374,8.549464195399567,20923
2023-07-10,8.549461364746094,8.558011021792481,8.532362050653319,8.558011021792481,2068
2023-07-11,8.549461364746094,8.558011021792481,8.532362050653319,8.558011021792481,953
2023-07-12,8.549461364746094,8.558011021792481,8.515263551900716,8.558011021792481,7121
2023-07-13,8.558012962341309,8.558012962341309,8.515265482756455,8.558012962341309,11883
2023-07-14,8.549461364746094,8.558011021792481,8.506713894854329,8.558011021792481,18241
2023-07-17,8.549461364746094,8.558011021792481,8.540911707699706,8.549461364746094,12401
2023-07-18,8.600759506225586,8.677703982698889,8.532363057126648,8.532363057126648,3429
2023-07-19,8.600759506225586,8.600759506225586,8.54946237323645,8.592209848170686,8704
2023-07-20,8.609308242797852,8.609308242797852,8.549462267831911,8.549462267831911,2427
2023-07-21,8.720452308654785,8.720452308654785,8.626408506894025,8.63495816578328,2332
2023-07-24,8.660605430603027,8.720451405952124,8.643506114594564,8.677703931271228,1217
2023-07-25,8.720452308654785,8.720452308654785,8.609309189115514,8.609309189115514,664
2023-07-26,8.626408576965332,8.72045237949,8.617858918006629,8.617858918006629,2824
2023-07-27,8.677705764770508,8.677705764770508,8.62640943658732,8.62640943658732,676
2023-07-28,8.617859840393066,8.626409500266856,8.549464192083633,8.549464192083633,6520
2023-07-31,8.609308242797852,8.62640755869684,8.540912609882417,8.62640755869684,6162
2023-08-01,8.45465087890625,8.463243200308078,8.37732162510753,8.420282412707804,774
2023-08-02,8.540572166442871,8.540572166442871,8.497612195576734,8.506203698104608,2152
2023-08-03,8.600719451904297,8.635087927640406,8.592127128117996,8.635087927640406,6305
2023-08-04,8.626492500305176,8.669453284371604,8.592124036933793,8.635084821000222,3152
2023-08-07,8.609309196472168,8.626493019487661,8.592124554047825,8.626493019487661,4006
2023-08-08,8.609309196472168,8.609309196472168,8.583532232835653,8.609309196472168,2594
2023-08-09,8.592123031616211,8.609307670995623,8.549162252576389,8.609307670995623,11685
2023-08-10,8.549164772033691,8.609310208177915,8.549164772033691,8.609310208177915,2114
2023-08-11,8.592123031616211,8.609307670995623,8.549162252576389,8.592123031616211,9768
2023-08-14,8.592123031616211,8.609307670995623,8.531978432605683,8.609307670995623,1003
2023-08-15,8.609309196472168,8.609309196472168,8.57493991162348,8.609309196472168,54021
2023-08-16,8.609309196472168,8.609309196472168,8.583532232835653,8.609309196472168,528
2023-08-17,8.609309196472168,8.609309196472168,8.57493991162348,8.600716875259996,14081
2023-08-18,8.557756423950195,8.609309533834525,8.557756423950195,8.609309533834525,2726
2023-08-21,8.592123031616211,8.635083810656033,8.5749383922368,8.635083810656033,1551
2023-08-22,8.592123031616211,8.592123031616211,8.540569932886683,8.549162252576389,996
2023-08-23,8.58353328704834,8.609310253850733,8.506204025459065,8.609310253850733,5382
2023-08-24,8.549164772033691,8.58353324151227,8.50620398033323,8.58353324151227,1433
2023-08-25,8.58353328704834,8.592125609315804,8.480427878065624,8.506204025459065,101017
2023-08-28,8.506204605102539,8.60071851766726,8.49761310165857,8.60071851766726,101526
2023-08-29,8.506204605102539,8.514796927955516,8.49761310165857,8.506204605102539,1872
2023-08-30,8.506204605102539,8.506204605102539,8.506204605102539,8.506204605102539,545
2023-08-31,8.506204605102539,8.506204605102539,8.489020778805594,8.506204605102539,502
2023-09-01,8.575501441955566,8.575501441955566,8.55817762551464,8.566839946777314,610
2023-09-04,8.55817699432373,8.592825450734582,8.55817699432373,8.584163130110777,2381
2023-09-05,8.55817699432373,8.575500809486975,8.549514673699928,8.55817699432373,965
2023-09-06,8.575501441955566,8.575501441955566,8.549515304251964,8.575501441955566,1196
2023-09-08,8.575501441955566,8.575501441955566,8.523529166548363,8.566839946777314,1508
2023-09-11,8.575501441955566,8.575501441955566,8.514866845285686,8.575501441955566,1172
2023-09-12,8.566837310791016,8.662120337108913,8.514864225291328,8.662120337108913,2021
2023-09-13,8.48887825012207,8.575498959419573,8.48887825012207,8.566837466748751,3057
2023-09-14,8.480218887329102,8.53219199189129,8.480218887329102,8.488881209103544,1915
2023-09-15,8.506203651428223,8.532190612550417,8.488879836764431,8.532190612550417,892
2023-09-18,8.48887825012207,8.523526699057909,8.480215931367065,8.523526699057909,1209
2023-09-19,8.480218887329102,8.523529670116845,8.462895069864686,8.523529670116845,3026
2023-09-20,8.523528099060059,8.523528099060059,8.488879644433162,8.523528099060059,365
2023-09-21,8.523528099060059,8.523528099060059,8.488879644433162,8.523528099060059,905
2023-09-22,8.51486587524414,8.523528195519976,8.506203554968305,8.523528195519976,251
2023-09-25,8.471553802490234,8.523526890100989,8.462892309625278,8.488878440388554,590
2023-09-26,8.454231262207031,8.514865851802288,8.376272032107801,8.514865851802288,2485
2023-09-27,8.393594741821289,8.454230149520464,8.393594741821289,8.454230149520464,893
2023-09-28,8.393594741821289,8.402257060933202,8.384933248793594,8.402257060933202,1180
2023-09-29,8.66211986541748,8.66211986541748,8.272324636690518,8.376269975945434,169385
2023-10-02,8.66211986541748,8.705430629961393,8.575498336329655,8.575498336329655,19482
2023-10-03,8.670784950256348,8.705433407730439,8.575501072639305,8.575501072639305,9643
2023-10-04,8.66211986541748,8.705430629961393,8.66211986541748,8.705430629961393,4949
2023-10-05,8.66211986541748,8.705430629961393,8.653457547291874,8.705430629961393,26071
2023-10-06,8.67944622039795,8.67944622039795,8.66212158071606,8.66212158071606,2275
2023-10-09,8.66211986541748,8.688105993710177,8.66211986541748,8.688105993710177,28069
2023-10-10,8.696769714355469,8.714094353400611,8.66212126234944,8.66212126234944,2214
2023-10-11,8.67944622039795,8.696770033995552,8.66212158071606,8.688107714154606,177
2023-10-13,8.696769714355469,8.70543203387804,8.66212126234944,8.70543203387804,16059
2023-10-16,8.705431938171387,8.705431938171387,8.662121167118942,8.705431938171387,23300
2023-10-17,8.705431938171387,8.705431938171387,8.653458847691605,8.662121167118942,4552
2023-10-18,8.670784950256348,8.670784950256348,8.653460308477108,8.662122629366728,9170
2023-10-19,8.66211986541748,8.679444501668694,8.66211986541748,8.679444501668694,5285
2023-10-20,8.653460502624512,8.696771281959936,8.653460502624512,8.653460502624512,623
2023-10-23,8.63613510131836,8.662121233715915,8.63613510131836,8.662121233715915,565
2023-10-24,8.627472877502441,8.64479669059818,8.584162105636699,8.584162105636699,738
2023-10-25,8.48887825012207,8.618809727110415,8.471553612612059,8.618809727110415,3184
2023-10-26,8.48887825012207,8.48887825012207,8.125069123253683,8.48887825012207,12243
2023-10-27,8.48887825012207,8.48887825012207,8.376270584559553,8.454229801186232,1234
2023-10-30,8.480218887329102,8.488881209103544,8.462895069864686,8.488881209103544,519
2023-10-31,8.523528099060059,8.653459597389846,7.80457204598869,8.575500367958245,8683
2023-11-01,8.523526191711426,8.55853037349105,8.506024518104374,8.532277445797712,521
2023-11-03,8.523526191711426,8.532277445797712,8.523526191711426,8.523526191711426,1285
2023-11-06,8.523526191711426,8.532277445797712,8.479770755845513,8.532277445797712,6645
2023-11-07,8.514776229858398,8.523527485272808,8.47977204276641,8.523527485272808,961
2023-11-08,8.471022605895996,8.523528475350137,8.471022605895996,8.506026797054007,1198
2023-11-09,8.488524436950684,8.523528628738626,8.471022758339593,8.488524436950684,677
2023-11-10,8.488524436950684,8.488524436950684,8.453520245162741,8.488524436950684,766
2023-11-13,8.488524436950684,8.488524436950684,8.488524436950684,8.488524436950684,443
2023-11-14,8.471022605895996,8.532279731781077,8.471022605895996,8.488524284192128,667
2023-11-16,8.479771614074707,8.663543795658525,8.471021193668323,8.663543795658525,1925
2023-11-17,8.471022605895996,8.488524284192128,8.313503328402074,8.488524284192128,2701
2023-11-20,8.532278060913086,8.541029315630276,8.462269692306739,8.488522621892722,2096
2023-11-21,8.532278060913086,8.57603349993345,8.523526806195896,8.532278060913086,1375
2023-11-22,8.532278060913086,8.57603349993345,8.523526806195896,8.57603349993345,402
2023-11-23,8.523526191711426,8.576032881663627,8.46226908223846,8.576032881663627,2086
2023-11-24,8.514776229858398,8.532278740687218,8.48852329818082,8.532278740687218,902
2023-11-27,8.471022605895996,8.488524284192128,8.444768836603178,8.488524284192128,1248
2023-11-28,8.479771614074707,8.488522869046701,8.471021193668323,8.488522869046701,524
2023-11-29,8.436017036437988,8.488522897313576,8.427265781436853,8.488522897313576,686
