Price,Close,High,Low,Open,Volume
Ticker,PLCA11.SA,PLCA11.SA,PLCA11.SA,PLCA11.SA,PLCA11.SA
Date,,,,,
2022-08-09,71.68751525878906,71.68751525878906,69.46742343757657,69.46742343757657,511
2022-08-10,70.19074249267578,71.68751212399984,70.18357937306321,71.68751212399984,628
2022-08-11,68.75125122070312,71.61588668823242,68.75125122070312,71.61588668823242,145
2022-08-12,71.10028076171875,74.8386324632893,68.80857362781306,74.8386324632893,188
2022-08-15,71.6087417602539,71.61590488062275,68.75126868539783,71.61590488062275,460
2022-08-16,71.59442901611328,71.6087497945978,68.78708654114162,71.6087497945978,443
2022-08-17,71.6015853881836,71.64455318344757,68.78708005733219,71.6087430448209,344
2022-08-18,70.19074249267578,71.6087341998397,70.19074249267578,71.60157654408648,142
2022-08-19,70.19791412353516,71.61591157685548,70.19075646635699,71.07879224002907,476
2022-08-22,70.19074249267578,71.64454433404316,70.19074249267578,70.19790014842899,162
2022-08-23,71.57294464111328,71.61591244014201,70.19075731246411,70.19075731246411,1553
2022-08-24,72.31774139404297,72.31774139404297,71.61590313918069,71.61590313918069,220
2022-08-25,68.78709411621094,72.18885035432302,68.78709411621094,70.54168199032429,691
2022-08-26,69.46744537353516,73.04107840462245,69.46744537353516,72.17452639119325,193
2022-08-29,73.04822540283203,73.04822540283203,73.04822540283203,73.04822540283203,1
2022-08-30,72.24612426757812,72.24612426757812,69.57485402386098,69.58201714436774,39
2022-08-31,70.2981948852539,71.47269562286651,70.2981948852539,71.47269562286651,35
2022-09-01,70.13194274902344,72.26416530649006,70.13194274902344,70.29818599815755,97
2022-09-02,70.14639282226562,72.25692689911565,70.13916341726798,72.25692689911565,31
2022-09-05,72.26414489746094,72.26414489746094,70.1102402450319,72.24968608974791,313
2022-09-06,71.88106536865234,71.91720687435703,70.11747128153873,71.90997747033218,68
2022-09-08,72.27137756347656,72.27137756347656,69.86450414239441,71.51967938927676,555
2022-09-09,72.26414489746094,72.27136878689802,72.26414489746094,72.27136878689802,263
2022-09-12,72.27137756347656,72.27137756347656,69.9656937509963,72.27137756347656,114
2022-09-13,72.24246215820312,72.24246215820312,70.18252305661169,70.36321956577619,78
2022-09-14,70.83304595947266,72.19911140468024,70.189766697525,70.189766697525,277
2022-09-15,71.91722869873047,72.24248029109694,71.51969407301925,71.51969407301925,1186
2022-09-16,71.83047485351562,71.91721116372835,71.82325096347947,71.91721116372835,465
2022-09-19,71.476318359375,71.88107681852723,70.26203746749788,71.88107681852723,121
2022-09-20,70.83304595947266,71.8232650157303,70.2620442129668,70.29818572789817,141
2022-09-21,70.83304595947266,71.88108371943116,70.29818572789817,71.55583214273258,128
2022-09-22,71.90276336669922,71.90276336669922,70.27649464820509,70.27649464820509,1123
2022-09-23,71.55582427978516,71.90276403597149,71.55582427978516,71.90276403597149,1290
2022-09-26,70.36320495605469,71.90274242370626,70.36320495605469,71.90274242370626,72
2022-09-27,69.42361450195312,71.88108309205126,69.42361450195312,71.88108309205126,799
2022-09-28,69.43804931640625,70.32707850376349,69.42359602305955,70.32707850376349,511
2022-09-29,70.3198471069336,70.3198471069336,69.44527675212885,70.1102385156205,131
2022-09-30,71.49798583984375,71.49798583984375,71.49798583984375,71.49798583984375,1
2022-10-03,71.03044891357422,71.2276923785545,66.71295226946286,71.10350184232317,860
2022-10-04,70.88434600830078,71.01584352529758,70.02230796878442,70.3875782300442,544
2022-10-05,70.8624267578125,71.42494047660688,70.85511979238927,71.42494047660688,109
2022-10-06,70.78205108642578,71.07426832884258,69.18947296751352,70.02959544936921,359
2022-10-07,72.140869140625,72.60841458081445,70.84781500182197,70.86242335838608,545
2022-10-10,71.43955993652344,72.1043489283682,71.43955993652344,72.1043489283682,485
2022-10-11,71.40303802490234,71.40303802490234,71.40303802490234,71.40303802490234,2
2022-10-13,70.49715423583984,72.10434101489275,69.40134354823611,71.40302284365613,327
2022-10-14,71.1473388671875,71.51991608288503,70.48985130230413,71.51991608288503,936
2022-10-17,71.191162109375,71.191162109375,70.61404007900418,71.191162109375,809
2022-10-18,70.8624267578125,71.1838663534559,70.48254815952795,71.1838663534559,1506
2022-10-19,70.85511779785156,70.85511779785156,70.85511779785156,70.85511779785156,3626
2022-10-20,72.32351684570312,72.61573419009919,69.44518519981266,70.86243569730509,494
2022-10-21,70.27799224853516,72.46961369795203,69.03607565663155,72.46961369795203,1511
2022-10-24,69.9054183959961,70.89895386741226,68.7219408443906,70.86242461498229,387
2022-10-25,70.73094177246094,70.78207939231538,69.4013580826627,69.4013580826627,141
2022-10-26,70.78205108642578,70.78205108642578,70.65055360601723,70.65055360601723,1628
2022-10-27,70.058837890625,72.42578764549593,68.78039196405733,70.78207145419464,713
2022-10-28,71.59297180175781,71.59297180175781,70.50446797476259,70.78207136913707,178
2022-10-31,69.0506820678711,70.46793234876458,68.97762913633235,69.18217957407339,223
2022-11-01,70.19599151611328,70.75017039650365,69.05068624168022,69.36103069912214,274
2022-11-03,70.93489074707031,71.30434330304463,68.72556604081547,70.18859500553056,368
