Price,Close,High,Low,Open,Volume
Ticker,GCRA11.SA,GCRA11.SA,GCRA11.SA,GCRA11.SA,GCRA11.SA
Date,,,,,
2023-11-29,68.0667953491211,69.12051173406981,67.13204662941249,69.03553575650565,8181
2023-11-30,66.7071533203125,67.02157153617472,60.33385841709793,67.02157153617472,53950
2023-12-01,64.59121704101562,65.43249009839921,62.0418992449741,65.43249009839921,13730
2023-12-04,63.69895935058594,64.59122325838749,62.594258755916115,64.59122325838749,9177
2023-12-05,62.39879608154297,64.31078424169522,62.39879608154297,64.31078424169522,4873
2023-12-06,62.20336151123047,62.8916818341129,61.71899131236951,62.8916818341129,6232
2023-12-07,61.5660285949707,62.87467931126225,61.5660285949707,62.4328003665442,12168
2023-12-08,60.48893737792969,61.69527082962958,59.45494103303745,61.69527082962958,18208
2023-12-11,59.024112701416016,60.471711640848255,59.024112701416016,59.885778580268806,7597
2023-12-12,59.21368408203125,59.618668123162195,59.11890030329893,59.45494949189921,6708
2023-12-13,59.024112701416016,60.264913670640496,59.024112701416016,59.36878036775492,6928
2023-12-14,59.093048095703125,60.00641183205322,58.85178269923246,59.61004631299584,10977
2023-12-15,59.627281188964844,59.88578360390122,59.09305250661425,59.09305250661425,4212
2023-12-18,60.31661605834961,60.53203254427228,59.566964320702496,60.24768120509689,7838
2023-12-19,61.60912322998047,62.19505641316927,60.402789432357615,60.402789432357615,5450
2023-12-20,62.61726760864258,62.65173503805332,61.66943630881225,62.03133445664002,4662
2023-12-21,63.46171188354492,63.71159585049493,62.13474525249535,62.61727618233488,5052
2023-12-22,63.7374153137207,63.746033811766196,63.263496531036,63.46168254215537,3453
2023-12-26,65.46936798095703,65.48659840377168,63.76326686683032,63.76326686683032,5308
2023-12-27,65.48660278320312,65.48660278320312,65.31427224757958,65.48660278320312,7085
2023-12-28,65.48660278320312,65.48660278320312,65.05576987015573,65.48660278320312,5139
2024-01-02,65.47798919677734,65.48660769640169,65.1764074498154,65.48660769640169,4492
2024-01-03,65.48660278320312,65.48660278320312,65.33150267154652,65.48660278320312,10128
2024-01-04,65.80542755126953,66.25349092944901,65.30565974846189,65.48660879968759,4698
2024-01-05,66.23625946044922,66.24487138609396,65.6589383167887,66.08115933698639,3894
2024-01-08,66.74464416503906,67.62354712162161,66.0639272708983,66.21902740594291,11307
2024-01-09,65.47016143798828,67.21603240966796,65.27811456550843,67.21603240966796,6217
2024-01-10,66.00264739990234,66.01137861886195,65.4090510500539,65.4701562628338,2806
2024-01-11,65.67092895507812,66.61369406639436,65.16462485642894,66.00264198869235,4760
2024-01-12,65.90662384033203,66.28198633522538,65.2955717137469,66.28198633522538,3919
2024-01-15,65.62728118896484,66.23833328217087,65.39159157014775,66.0812046496367,5013
2024-01-16,65.784423828125,65.90663427278689,65.47016649614592,65.62729516213545,4806
2024-01-17,65.40032196044922,65.90662611709227,65.33921674567982,65.90662611709227,3965
2024-01-18,65.47016143798828,65.60983431250789,65.295577004808,65.40905622037826,3785
2024-01-19,65.03370666503906,65.60984739738097,64.91149620544603,65.47017449500576,3135
2024-01-22,65.08607482910156,65.4527128349293,64.68452526078542,64.68452526078542,6309
2024-01-23,64.46626281738281,65.08604600662356,64.4400758271281,65.08604600662356,5439
2024-01-24,63.73301696777344,64.64959516406903,63.54970132851432,64.64959516406903,6621
2024-01-25,63.846492767333984,64.14329425789032,63.636990142214934,63.71555112914644,3327
2024-01-26,63.72428512573242,64.16075283207306,63.63699291645803,63.855226769628345,5329
2024-01-29,63.287818908691406,63.872684050558526,63.287818908691406,63.72428662530307,4690
2024-01-30,62.64185333251953,63.63699926952703,62.41488823777259,63.63699926952703,6392
2024-01-31,63.46240997314453,63.776667294791714,62.65057966888422,62.65057966888422,3866
2024-02-01,63.61953353881836,63.77666218705786,63.46240489057886,63.46240489057886,4845
2024-02-02,63.89886474609375,63.89886474609375,63.57588293003444,63.64571935619738,4082
2024-02-05,63.60206985473633,64.43135576961046,63.54969586515594,63.89886467564938,7070
2024-02-06,60.232540130615234,62.83389044635249,59.79607244850932,62.58946294999981,41019
2024-02-07,57.7359504699707,58.425570278725296,56.74080458391192,58.425570278725296,47858
2024-02-08,56.23918151855469,58.869582113223224,56.23918151855469,57.744794698919755,22416
2024-02-09,54.9195556640625,56.221471742950875,54.565295106743484,55.82292565976961,18549
2024-02-14,55.716651916503906,56.59345336380447,55.0081273713937,55.22954150289761,10430
2024-02-15,55.61037063598633,56.13290808912065,54.91070121291454,55.716648466544285,7961
