Nome,Data,url
JGPX,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=506351&cvm=true
JGPX,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489939&cvm=true
JGPX,30/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489966&cvm=true
JGPX,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489955&cvm=true
JGPX,30/06/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489947&cvm=true
JGPX,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=489635&cvm=true
JGPX,30/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=416568&cvm=true
JGPX,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=377647&cvm=true
JGPX,30/06/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=338807&cvm=true
JGPX,31/03/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=305677&cvm=true
JGPX,31/12/2021,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=266935&cvm=true
KNCA,30/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=732091&cvm=true
KNCA,31/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=657380&cvm=true
KNCA,31/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=589454&cvm=true
KNCA,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=551642&cvm=true
KNCA,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=505773&cvm=true
KNCA,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=461829&cvm=true
KNCA,30/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=415245&cvm=true
KNCA,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=376366&cvm=true
KNCA,31/03/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=300960&cvm=true
KNCA,31/12/2021,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=305744&cvm=true
KOPA,28/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=726815&cvm=true
LSAG,30/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=718303&cvm=true
LSAG,31/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=662847&cvm=true
LSAG,31/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=597034&cvm=true
LSAG,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=552748&cvm=true
LSAG,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=503820&cvm=true
LSAG,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=464343&cvm=true
LSAG,31/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=418902&cvm=true
LSAG,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=378382&cvm=true
LSAG,30/06/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=339861&cvm=true
LSAG,31/03/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=304805&cvm=true
LSAG,31/12/2021,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=265971&cvm=true
NCRA,30/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=717037&cvm=true
NCRA,31/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=660913&cvm=true
NCRA,31/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=601001&cvm=true
NCRA,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=554346&cvm=true
NCRA,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=507806&cvm=true
NCRA,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=462965&cvm=true
