,ticker,Beta,Date,Open,drawdown,Label
0,AAZQ11,0.1513689630258559,2022-12,0.010953005182522594,0.0784314798374293,0.0802511493486026
1,AAZQ11,0.1513689630258559,2023-01,0.01398020685142308,0.09700009884047951,0.08744975623925283
2,AAZQ11,0.1513689630258559,2023-02,0.003219222372586008,0.1022177770412372,0.08560198747989305
3,AAZQ11,0.1513689630258559,2023-03,0.0014025706106000286,0.04242418665937741,0.06506524009861112
4,AAZQ11,0.1513689630258559,2023-04,0.006455405760774015,0.04928129802571671,0.06903522227078221
5,AAZQ11,0.1513689630258559,2023-05,0.0021108110728599644,0.03959369744546355,0.06435782384805981
6,AAZQ11,0.1513689630258559,2023-06,0.0011237920389599392,0.04414765091469455,0.06554680199317013
7,AAZQ11,0.1513689630258559,2023-07,0.006566621136161561,0.05555539138890801,0.07116365851697515
8,AAZQ11,0.1513689630258559,2023-08,0.003089319192318198,0.032804373227088325,0.062420885148420806
9,AAZQ11,0.1513689630258559,2023-09,0.0016379856415082998,0.0376569659571204,0.06355463820816153
10,AAZQ11,0.1513689630258559,2023-10,0.0013258716610458103,0.04042559177083768,0.06437347548591313
11,AAZQ11,0.1513689630258559,2023-11,0.0019803241038250023,0.03260871706026986,0.06198600139665025
12,AAZQ11,0.1513689630258559,2023-12,0.017835073037936605,0.07244810287700172,0.08055071298026474
13,AAZQ11,0.1513689630258559,2024-01,0.009718466311342915,0.05561534766408149,0.07223425900042676
14,AAZQ11,0.1513689630258559,2024-02,0.002432064426638216,0.03640259072998494,0.06340120606082635
15,AAZQ11,0.1513689630258559,2024-03,0.0018713325092264265,0.037756186726982124,0.06366549408735482
16,AAZQ11,0.1513689630258559,2024-04,0.0014112452398068402,0.02478465157424715,0.0591882866133033
17,AAZQ11,0.1513689630258559,2024-05,0.020351278775037934,0.07244798685241112,0.08138940955110165
18,AAZQ11,0.1513689630258559,2024-06,0.29826873484501215,0.22742862059045063,0.22568877282043956
19,AAZQ11,0.1513689630258559,2024-07,0.0937596122340191,0.12330465286471212,0.12281107604152904
20,AAZQ11,0.1513689630258559,2024-08,0.012568081049966555,0.07011088234957327,0.07801597547513191
21,AAZQ11,0.1513689630258559,2024-09,0.04616614857446943,0.10074615082160762,0.09942708747397766
22,AAZQ11,0.1513689630258559,2024-10,0.027492734386280835,0.10439566717734183,0.09441912152982619
23,AAZQ11,0.1513689630258559,2024-11,0.02161086711779238,0.09663871183274299,0.08987284732546374
24,AAZQ11,0.1513689630258559,2024-12,0.08124613959239452,0.1673881591409182,0.13333442058638953
25,AAZQ11,0.1513689630258559,2025-01,0.008157199172823069,0.10460252014515292,0.08804289411461064
26,AAZQ11,0.1513689630258559,2025-02,0.013467186763818008,0.0741839217079171,0.07967335716586367
27,AAZQ11,0.1513689630258559,2025-03,0.08815965328493534,0.14552737154184064,0.1283519959508773
28,AAZQ11,0.1513689630258559,2025-04,0.014056876969186744,0.10433607070854048,0.08992063690119438
29,AAZQ11,0.1513689630258559,2025-05,0.002906066767392001,0.04087195974091242,0.06504899651138678
30,BBGO11,6.647248123417063,2022-02,3.0932819500077664,0.11450035309239898,3.285010142172409
31,BBGO11,6.647248123417063,2022-03,2.975264739055183,0.11330033118044365,3.2452710645508964
32,BBGO11,6.647248123417063,2022-04,0.9122816975685338,0.06490653403890197,2.541478785008166
33,BBGO11,6.647248123417063,2022-05,0.5076193534525166,0.0516277085783382,2.4021650618159724
34,BBGO11,6.647248123417063,2022-06,0.22177090691287543,0.04630593600930682,2.3051083221130817
35,BBGO11,6.647248123417063,2022-07,0.8312374735896648,0.05934033997654601,2.5126086456610914
36,BBGO11,6.647248123417063,2022-08,0.37666500820119564,0.11542927641546376,2.379780802677907
37,BBGO11,6.647248123417063,2022-09,0.5616384015202385,0.05879059294817921,2.42255903929516
38,BBGO11,6.647248123417063,2022-10,0.09581092691437108,0.028275913796081048,2.257111654709172
39,BBGO11,6.647248123417063,2022-11,0.21009742029213616,0.03799664915162599,2.2984473976202753
40,BBGO11,6.647248123417063,2022-12,2.496764910176623,0.08236283444038241,3.0754586226780227
41,BBGO11,6.647248123417063,2023-01,0.22086903868162477,0.031133004220039544,2.2997500554395756
42,BBGO11,6.647248123417063,2023-02,0.15200976445949382,0.040620652304615756,2.279959513393724
43,BBGO11,6.647248123417063,2023-03,0.1078356458053095,0.034253298067651594,2.2631123557633415
44,BBGO11,6.647248123417063,2023-04,0.28823855324780046,0.051442551527966326,2.3289764093976095
45,BBGO11,6.647248123417063,2023-05,2.269506132316841,0.0790544652767372,2.9986029070035465
46,BBGO11,6.647248123417063,2023-06,1.1838358138953033,0.11366849651959675,2.648250811277321
47,BBGO11,6.647248123417063,2023-07,0.6040486769396123,0.047014001764357945,2.432770267373678
48,BBGO11,6.647248123417063,2023-08,0.3676629745325938,0.08440459538321886,2.3664385644442913
49,BBGO11,6.647248123417063,2023-09,0.2544345976564288,0.03743362211247554,2.313038781061989
50,BBGO11,6.647248123417063,2023-10,0.9833108261262137,0.0634314668453883,2.564663472129555
51,BBGO11,6.647248123417063,2023-11,0.290632450265519,0.09860992151196336,2.345496831731515
52,BBGO11,6.647248123417063,2023-12,0.6107376749921396,0.06248601065160185,2.4401572696869347
53,BBGO11,6.647248123417063,2024-01,0.3579077791409482,0.034240579995765075,2.3464654941845917
54,BBGO11,6.647248123417063,2024-02,0.39012260175484975,0.03729786549870786,2.358222863556873
55,BBGO11,6.647248123417063,2024-03,0.2638375692667379,0.04761914001537,2.31956827756639
56,BBGO11,6.647248123417063,2024-04,0.2585336939618203,0.02495996898243555,2.3102472621204395
57,BBGO11,6.647248123417063,2024-05,0.18491506033150173,0.02750619091437517,2.28655645822098
58,BBGO11,6.647248123417063,2024-06,1.346349183467713,0.05271195668801884,2.682103087857598
59,BBGO11,6.647248123417063,2024-07,0.5713775097380235,0.05083543650290437,2.423153689885997
60,BBGO11,6.647248123417063,2024-08,1.4251243547303754,0.16566541099706383,2.746012629714834
61,BBGO11,6.647248123417063,2024-09,4.916873893147523,0.08771926503454965,3.8839470938663783
62,BBGO11,6.647248123417063,2024-10,20.767586835162067,0.21023018472738117,9.208355047768837
63,BBGO11,6.647248123417063,2024-11,4.89578020831135,0.12910723256617274,3.890711854764861
64,BBGO11,6.647248123417063,2024-12,3.556442983933783,0.12233661944271487,3.44200924226452
65,BBGO11,6.647248123417063,2025-01,4.737551752547055,0.23203319024505434,3.8722776887363906
66,BBGO11,6.647248123417063,2025-02,6.06030854953274,0.15451902884644353,4.287358567265415
67,BBGO11,6.647248123417063,2025-03,2.1718403840354146,0.0861621907383184,2.968416899396932
68,BBGO11,6.647248123417063,2025-04,2.3136359386294445,0.08514229299569255,3.0153421183474
69,BBGO11,6.647248123417063,2025-05,0.6756782640886475,0.05556357016222185,2.4594966525559774
70,CPTR11,2.3113608013902924,2022-06,4.456506357748178e-06,0.004975454604157625,0.7721135708336027
71,CPTR11,2.3113608013902924,2022-07,0.007648938550537778,0.20148100837384753,0.8401635827715593
72,CPTR11,2.3113608013902924,2022-08,0.009539890577648527,0.18395464653465524,0.8349517795008654
73,CPTR11,2.3113608013902924,2022-09,0.01738506764587977,0.2168398950345679,0.8485285880235801
74,CPTR11,2.3113608013902924,2022-10,0.006881546276161151,0.13495895180935166,0.817733766491935
75,CPTR11,2.3113608013902924,2022-11,0.009817031835089893,0.14090303026147674,0.8206936211622864
76,CPTR11,2.3113608013902924,2022-12,0.014769831933058825,0.1569771051772589,0.8277025795002033
77,CPTR11,2.3113608013902924,2023-01,0.034081459477850976,0.1716955788845663,0.8390459465842365
78,CPTR11,2.3113608013902924,2023-02,0.04602844450741338,0.16467274630004827,0.8406873307325847
79,CPTR11,2.3113608013902924,2023-03,0.034473164723634014,0.1372195100580714,0.8276844920573326
80,CPTR11,2.3113608013902924,2023-04,0.07129092296830254,0.1694713561449083,0.8507076935011678
81,CPTR11,2.3113608013902924,2023-05,0.09617134938518236,0.16688384229958358,0.858138664358353
82,CPTR11,2.3113608013902924,2023-06,0.13787726843072223,0.16349472610321192,0.8709109319747421
83,CPTR11,2.3113608013902924,2023-07,0.13369469214150537,0.13241702546797596,0.8591575063332578
84,CPTR11,2.3113608013902924,2023-08,0.15427668759925836,0.1307786559067207,0.8654720482987571
85,CPTR11,2.3113608013902924,2023-09,0.3449036405365402,0.16890394747955806,0.941722796468797
86,CPTR11,2.3113608013902924,2023-10,0.013083050491369902,0.048563623205636564,0.7910024916957662
87,CPTR11,2.3113608013902924,2023-11,0.03133634003600292,0.07805638779143421,0.8069178430725765
88,CPTR11,2.3113608013902924,2023-12,0.006322643711271312,0.061068890389226624,0.7929174451635967
89,CPTR11,2.3113608013902924,2024-01,0.014021772292294227,0.05263154825127154,0.7926713739779526
90,CPTR11,2.3113608013902924,2024-02,0.0021132615058165145,0.040089073042867136,0.7845210453129922
91,CPTR11,2.3113608013902924,2024-03,0.004198531583922638,0.05831485236891953,0.7912913951143783
92,CPTR11,2.3113608013902924,2024-04,0.0028945743780637483,0.034851276555939406,0.7830355507747652
93,CPTR11,2.3113608013902924,2024-05,0.002418109414609795,0.03850498939317252,0.7840946333993583
94,CPTR11,2.3113608013902924,2024-06,0.04381182023404437,0.10405523070847898,0.8197426174442719
95,CPTR11,2.3113608013902924,2024-07,0.001891422607558515,0.03433424153244625,0.7825288218434324
96,CPTR11,2.3113608013902924,2024-08,0.014445609043649707,0.05913587909316524,0.7949807631757024
97,CPTR11,2.3113608013902924,2024-09,0.15800980327773387,0.1467562922632781,0.8720422989771014
98,CPTR11,2.3113608013902924,2024-10,0.17885102831783783,0.16511327007539817,0.8851083665945095
99,CPTR11,2.3113608013902924,2024-11,0.00725081216586965,0.1137370372583078,0.8107828836048233
100,CPTR11,2.3113608013902924,2024-12,0.02797089248650054,0.14006018736843623,0.8264639604150764
