,ticker,Data da Informação sobre detalhamento do número de cotistas¹,Número de cotistas,Pessoa física,Pessoa jurídica não financeira,Banco comercial,Corretora ou distribuidora,Outras pessoas jurídicas financeiras,Investidores não residentes,Entidade aberta de previdência complementar,Entidade fechada de previdência complementar,Regime próprio de previdência dos servidores públicos,Sociedade seguradora ou resseguradora,Sociedade de capitalização e de arrendamento mercantil,Fundos de investimento imobiliário,Outros fundos de investimento,Cotistas de distribuidores do fundo (distribuição por conta e ordem),Outros tipos de cotistas não relacionados,Ativo – R$,Patrimônio Líquido – R$,Número de Cotas Emitidas,Valor Patrimonial das Cotas – R$,Despesas com a taxa de administração em relação ao patrimônio líquido do mês (%),Despesas com o agente custodiante em relação ao patrimônio líquido do mês (%),Rentabilidade Efetiva Mensal (%),Rentabilidade Patrimonial do Mês de Referência² (%),Dividend Yield do Mês de Referência³ (%),Amortizações de cotas do Mês de Referência⁴ (%),Informações do Ativo,"Total mantido para as Necessidades de Liquidez (art. 46, § único, ICVM 472/08)",Disponibilidades,Títulos Públicos,Títulos Privados,Fundos de Renda Fixa,Total investido,Direitos reais sobre bens imóveis,Terrenos,Imóveis para Renda Acabados,Imóveis para Renda em Construção,Imóveis para Venda Acabados,Imóveis para Venda em Construção,Outros direitos reais,Ações,Debêntures,"Bônus de Subscrição, seus cupons, direitos, recibos de subscrição e certificados de desdobramentos",Certificados de Depósitos de Valores Mobiliários,Fundo de Ações (FIA),Fundo de Investimento em Participações (FIP),Fundo de Investimento Imobiliário (FII),Fundo de Investimento em Direitos Creditórios (FIDC),Outras cotas de Fundos de Investimento,Notas Promissórias,Notas Comerciais,Ações de Sociedades cujo único propósito se enquadra entre as atividades permitidas aos FII,Cotas de Sociedades que se enquadre entre as atividades permitidas aos FII,Certificados de Potencial Adicional de Construção (CEPAC),"Certificado de Recebíveis Imobiliários ""CRI"" (se FIAGRO, Certificado de Recebíveis do Agronegócio ""CRA"")",Letras Hipotecárias,"Letras de Crédito Imobiliário ""LCI"" (se FIAGRO, Letras de Crédito do Agronegócio ""LCA"")",Letra Imobiliária Garantida (LIG),Outros Valores Mobiliários,Valores a Receber,Contas a Receber por Aluguéis,Contas a Receber por Venda de Imóveis,Outros Valores a Receber,Informações do Passivo,Rendimentos a distribuir,Taxa de administração a pagar,Taxa de performance a pagar,Obrigações por aquisição de imóveis,Adiantamento por venda de imóveis,Adiantamento de valores de aluguéis,Obrigações por securitização de recebíveis,Instrumentos financeiros derivativos,Provisões para contingências,Outros valores a pagar,"Provisões por garantias prestadas (fiança, aval, aceite ou outra coobrigação)",Total dos Passivos,Valor total dos imóveis objeto de ônus reais,Valor total das garantias prestadas com operacões da classe,"Valor total das garantias prestadas com operações de cotistas (art. 32, § 3º, Anexo normativo III)",Cédulas de Debêntures,Total do passivo,Certificado de Recebíveis Imobiliários (CRI),Letras de Crédito Imobiliário (LCI),Data,Ano_Quarter
0,AAZQ,30/09/2024,30.136,30.08,46.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"211.012.672,91","208.485.205,84","24.037.284,0000","8,673409","0,1007%","0,0000%","0,8418%","-0,2508%",1.0926,"0,0000%",Valor (R$),"2.676.507,92","0,00","0,00","0,00","2.676.507,92","206.218.299,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.193.529,60","65.573.500,57","0,00","0,00","0,00","0,00","0,00","0,00","136.451.269,33","0,00","0,00","0,00","0,00","2.117.865,49","0,00","0,00","2.117.865,49",Valor (R$),"2.283.541,98","209.977,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","33.947,17","0,00","2.527.467,07","0,00","0,00","0,00",0,0,0,0,2024-09-30 00:00:00,2024.0-3.0
1,AAZQ,30/08/2024,29.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"211.542.657,59","209.009.353,80","24.037.284,0000","8,695215","0,1053%","0,0000%","1,1589%","0,0656%",1.0933,"0,0000%",Valor (R$),"1.061.445,26","0,00","0,00","0,00","1.061.445,26","208.360.286,94","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.351.776,00","72.701.418,91","0,00","0,00","0,00","0,00","0,00","0,00","131.307.092,03","0,00","0,00","0,00","0,00","2.120.925,39","0,00","0,00","2.120.925,39",Valor (R$),"2.283.541,98","220.014,64","0,00","0,00","0,00","0,00","0,00","0,00","0,00","29.747,17","0,00","2.533.303,79","0,00","0,00","0,00",0,0,0,0,2024-08-30 00:00:00,2024.0-3.0
2,AAZQ,31/07/2024,29.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"211.411.097,30","208.872.390,55","24.037.284,0000","8,689517","0,1100%","0,0000%","1,2040%","0,1095%",1.0945,"0,0000%",Valor (R$),"12.577.703,45","0,00","0,00","0,00","12.577.703,45","196.710.221,88","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.272.652,80","72.140.850,72","0,00","0,00",0,"0,00","0,00","0,00","120.296.718,36","0,00","0,00","0,00","0,00","2.123.171,97","0,00","0,00","2.123.171,97",Valor (R$),"2.283.541,98","229.817,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25.347,17",0,0,0,0,0,"0,00","2.538.706,75",0,0,2024-07-31 00:00:00,2024.0-3.0
3,AAZQ,28/06/2024,27.954,27.899,48.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"211.509.251,93","208.644.020,51","24.037.284,0000","8,680016","0,0982%","0,0000%","-6,8231%","-7,9891%",1.166,"0,0000%",Valor (R$),"3.542.933,91","0,00","0,00","0,00","3.542.933,91","205.839.794,74","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.183.639,20","64.210.190,22","0,00","0,00",0,"0,00","0,00","0,00","137.445.965,32","0,00","0,00","0,00","0,00","2.126.523,28","0,00","0,00","2.126.523,28",Valor (R$),"2.644.101,24","204.930,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","16.200,00",0,0,0,0,0,"0,00","2.865.231,42",0,0,2024-06-28 00:00:00,2024.0-2.0
4,AAZQ,31/05/2024,28.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"229.687.861,29","226.760.194,13","24.037.284,0000","9,433686","0,1006%","0,0000%","1,1158%","-0,0497%",1.1655,"0,0000%",Valor (R$),"5.774.649,09","0,00","0,00","0,00","5.774.649,09","221.784.733,76","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.282.543,20","76.648.099,68","0,00","0,00",0,"0,00","0,00","0,00","140.854.090,88","0,00","0,00","0,00","0,00","2.128.478,44","0,00","0,00","2.128.478,44",Valor (R$),"2.665.477,08","228.135,76","0,00","0,00","0,00","0,00","0,00","0,00","0,00","34.054,32",0,0,0,0,0,"0,00","2.927.667,16",0,0,2024-05-31 00:00:00,2024.0-2.0
5,AAZQ,30/04/2024,28.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"229.811.160,60","226.872.860,48","24.037.284,0000","9,438373","0,1071%","0,0000%","-0,5119%","-1,6580%",1.1461,"0,0000%",Valor (R$),"3.946.011,37","0,00","0,00","0,00","3.946.011,37","223.764.351,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.302.324,00","76.508.607,86","0,00","0,00",0,"0,00","0,00","0,00","142.953.419,84","0,00","0,00","0,00","0,00","2.100.797,53","0,00","0,00","2.100.797,53",Valor (R$),"2.665.477,08","242.968,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","29.854,32",0,0,0,0,0,"0,00","2.938.300,12",0,0,2024-04-30 00:00:00,2024.0-2.0
6,AAZQ,28/03/2024,28.689,28.617,66.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"233.839.553,59","230.697.772,13","24.037.284,0000","9,597497","0,0958%","0,0000%","1,1802%","-0,0693%",1.2495,"0,0000%",Valor (R$),"505.069,63","0,00","0,00","0,00","505.069,63","233.244.247,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.475.406,00","73.738.202,72","0,00","0,00",0,"0,00","0,00","0,00","155.030.638,46","0,00","0,00","0,00","0,00","90.236,78","0,00","0,00","90.236,78",Valor (R$),"2.884.474,08","221.063,22","0,00","0,00","0,00","0,00","0,00","0,00","0,00","36.244,16",0,0,0,0,0,"0,00","3.141.781,46",0,0,2024-03-28 00:00:00,2024.0-1.0
7,AAZQ,29/02/2024,27.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"233.994.419,91","230.857.797,15","24.037.284,0000","9,604155","0,0911%","0,0000%","0,9629%","-0,2830%",1.2459,"0,0000%",Valor (R$),"26.376.533,58","0,00","0,00","0,00","26.376.533,58","207.617.791,35","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.351.776,00","54.399.277,62","0,00","0,00",0,"0,00","0,00","0,00","148.866.737,73","0,00","0,00","0,00","0,00","94,98","0,00","0,00","94,98",Valor (R$),"2.884.474,08","210.421,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","41.727,48",0,0,0,0,0,"0,00","3.136.622,76",0,0,2024-02-29 00:00:00,2024.0-1.0
8,AAZQ,31/01/2024,26.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"234.672.941,38","231.513.087,29","24.037.284,0000","9,631416","0,1055%","0,0000%","1,1110%","-0,1333%",1.2443,"0,0000%",Valor (R$),"6.200.804,03","52,84","0,00","0,00","6.200.751,19","228.472.042,37","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.529.803,20","75.326.734,48","0,00","0,00",0,"0,00","0,00","0,00","148.615.504,69","0,00","0,00","0,00","0,00","94,98","0,00","0,00","94,98",Valor (R$),"2.884.474,08","244.287,16","0,00","0,00","0,00","0,00","0,00","0,00","0,00","31.092,85",0,0,0,0,0,"0,00","3.159.854,09",0,0,2024-01-31 00:00:00,2024.0-1.0
9,AAZQ,29/12/2023,23.739,23.678,0.0,0.0,0.0,52.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"235.308.895,36","231.822.163,06","24.037.284,0000","9,644274","0,0958%","0,0000%","1,1600%","-0,0832%",1.2432,"0,0000%",Valor (R$),"410.857,75","52,84","0,00","0,00","410.804,91","234.897.942,63","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.688.049,60","76.949.517,70","0,00","0,00",0,"0,00","0,00","0,00","153.260.375,33","0,00","0,00","0,00","0,00","94,98","0,00","0,00","94,98",Valor (R$),"2.884.474,08","222.148,26","355.388,87","0,00","0,00","0,00","0,00","0,00","0,00","24.721,09",0,0,0,0,0,"0,00","3.486.732,30",0,0,2023-12-29 00:00:00,2023.0-4.0
10,AAZQ,30/11/2023,21.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"235.418.990,18","232.015.130,66","24.037.284,0000","9,652302","0,0959%","0,0000%","1,0607%","-0,1803%",1.241,"0,0000%",Valor (R$),"4.252.238,12","52,84","0,00","0,00","4.252.185,28","231.165.826,63","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.840.705,94","55.790.563,20","0,00","0,00",0,"0,00","0,00","0,00","170.534.557,49","0,00","0,00","0,00","0,00","925,43","0,00","0,00","925,43",Valor (R$),"2.884.474,08","222.596,81","271.038,13","0,00","0,00","0,00","0,00","0,00","0,00","25.750,50",0,0,0,0,0,"0,00","3.403.859,52",0,0,2023-11-30 00:00:00,2023.0-4.0
11,AAZQ,31/10/2023,20.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"235.621.845,71","232.434.198,61","24.037.284,0000","9,669736","0,1006%","0,0000%","1,2225%","-0,0183%",1.2408,"0,0000%",Valor (R$),"21.497.225,02","52,84","0,00","0,00","21.497.172,18","214.119.506,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","56.051.098,71","4.959.095,90","0,00",0,"0,00","0,00","0,00","153.109.311,77","0,00","0,00","0,00","0,00","5.114,31","0,00","0,00","5.114,31",Valor (R$),"2.884.474,08","233.857,78","41.444,36","0,00","0,00","0,00","0,00","0,00","0,00","27.870,88",0,0,0,0,0,"0,00","3.187.647,10",0,0,2023-10-31 00:00:00,2023.0-4.0
12,AAZQ,29/09/2023,19.556,19.494,56.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"230.485.410,89","227.315.695,26","24.037.284,0000","9,456796","0,0958%","0,0000%","1,3512%","0,1091%",1.2421,"0,0000%",Valor (R$),"14.542.967,62","52,84","0,00","0,00","14.542.914,78","215.937.313,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","54.964.421,32","0,00","0,00",0,"0,00","0,00","0,00","160.972.892,53","0,00","0,00","0,00","0,00","5.129,42","0,00","0,00","5.129,42",Valor (R$),"2.884.474,08","222.658,47","41.444,36","0,00","0,00","0,00","0,00","0,00","0,00","21.138,72",0,0,0,0,0,"0,00","3.169.715,63",0,0,2023-09-29 00:00:00,2023.0-3.0
13,AAZQ,31/08/2023,18.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"235.428.866,13","232.223.426,84","24.037.284,0000","9,660968","0,1100%","0,0000%","1,6051%","0,3585%",1.2466,"0,0000%",Valor (R$),"8.714.461,30","52,84","0,00","0,00","8.714.408,46","226.709.275,41","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50.636.130,30","0,00","0,00",0,"0,00","0,00","0,00","176.073.145,11","0,00","0,00","0,00","0,00","5.129,42","0,00","0,00","5.129,42",Valor (R$),"2.884.474,08","255.452,73","41.444,36","0,00","0,00","0,00","0,00","0,00","0,00","24.068,12",0,0,0,0,0,"0,00","3.205.439,29",0,0,2023-08-31 00:00:00,2023.0-3.0
14,AAZQ,31/07/2023,15.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"234.573.715,48","231.393.874,46","24.037.284,0000","9,626457","0,1006%","0,0000%","1,2760%","0,0291%",1.2469,"0,0000%",Valor (R$),"3.757.931,07","52,84","0,00","0,00","3.757.878,23","230.811.371,54","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","51.546.228,22","0,00","0,00",0,"0,00","0,00","0,00","179.265.143,32","0,00","0,00","0,00","0,00","4.412,87","0,00","0,00","4.412,87",Valor (R$),"2.884.474,08","232.787,34","41.444,36","0,00","0,00","0,00","0,00","0,00","0,00","21.135,24",0,0,0,0,0,"0,00","3.179.841,02",0,0,2023-07-31 00:00:00,2023.0-3.0
15,AAZQ,30/06/2023,14.565,14.503,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"234.461.312,97","231.326.612,71","24.037.284,0000","9,623659","0,1003%","0,0000%","1,4035%","0,3606%",1.0429,"0,0000%",Valor (R$),"9.419.823,20","113,84","0,00","0,00","9.419.709,36","225.036.205,19","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50.223.493,13","0,00","0,00",0,"0,00","0,00","0,00","174.812.712,06","0,00","0,00","0,00","0,00","5.284,58","0,00","0,00","5.284,58",Valor (R$),"2.403.728,40","231.980,23","480.508,43","0,00","0,00","0,00","0,00","0,00","0,00","18.483,20",0,0,0,0,0,"0,00","3.134.700,26",0,0,2023-06-30 00:00:00,2023.0-2.0
16,AAZQ,31/05/2023,12.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"234.245.074,34","230.495.509,60","24.037.284,0000","9,589083","0,1055%","0,0000%","1,2892%","-0,0656%",1.3548,"0,0000%",Valor (R$),"37.930.153,51","74,84","0,00","0,00","37.930.078,67","196.311.982,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7.571.533,05","0,00","0,00",0,"0,00","0,00","0,00","188.740.449,67","0,00","0,00","0,00","0,00","2.938,11","0,00","0,00","2.938,11",Valor (R$),"3.124.846,92","243.264,92","365.330,94","0,00","0,00","0,00","0,00","0,00","0,00","16.121,96",0,0,0,0,0,"0,00","3.749.564,74",0,0,2023-05-31 00:00:00,2023.0-2.0
17,AAZQ,28/04/2023,9.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"234.486.476,92","230.646.828,88","24.037.284,0000","9,595378","0,0864%","0,0000%","1,2720%","-0,1843%",1.4563,"0,0000%",Valor (R$),"22.050.567,71","35,84","0,00","0,00","22.050.531,87","212.435.814,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7.565.545,99","0,00","0,00",0,"0,00","0,00","0,00","204.870.268,24","0,00","0,00","0,00","0,00","94,98","0,00","0,00","94,98",Valor (R$),"3.365.219,76","199.255,79","261.293,61","0,00","0,00","0,00","0,00","0,00","0,00","13.878,88",0,0,0,0,0,"0,00","3.839.648,04",0,0,2023-04-28 00:00:00,2023.0-2.0
18,AAZQ,31/03/2023,8.227,8.177,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"235.234.549,78","231.072.808,46","24.037.284,0000","9,613100","0,0088%","0,0050%","1,5638%","0,0034%",1.5604,"0,0000%",Valor (R$),"4.723.716,14","31,42","0,00","0,00","4.723.684,72","230.510.833,64","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7.577.524,84","0,00","0,00",0,"0,00","0,00","0,00","222.933.308,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Valor (R$),"3.605.592,60","20.258,94","261.293,61","0,00","0,00","0,00","0,00","0,00","0,00","274.596,17",0,0,0,0,0,"0,00","4.161.741,32",0,0,2023-03-31 00:00:00,2023.0-1.0
19,AAZQ,28/02/2023,6.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"234.426.480,51","231.064.980,16","24.037.284,0000","9,612774","0,0863%","0,0000%","1,3024%","-0,0493%",1.3517,"0,0000%",Valor (R$),"7.477.847,80","31,42","0,00","0,00","7.477.816,38","226.948.632,71","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","13.855.397,06","0,00","0,00",0,"0,00","0,00","0,00","213.093.235,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Valor (R$),"3.124.846,92","199.384,59","0,00","0,00","0,00","0,00","0,00","0,00","0,00","37.268,84",0,0,0,0,0,"0,00","3.361.500,35",0,0,2023-02-28 00:00:00,2023.0-1.0
20,AAZQ,31/01/2023,5.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"235.058.714,31","231.178.875,35","24.037.284,0000","9,617512","0,1054%","0,0000%","1,5999%","0,0396%",1.5603,"0,0000%",Valor (R$),"7.305.433,05","39,00","0,00","0,00","7.305.394,05","227.753.281,26","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","13.802.800,41","0,00","0,00",0,"0,00","0,00","0,00","213.950.480,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Valor (R$),"3.605.592,60","243.770,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","30.475,43",0,0,0,0,0,"0,00","3.879.838,96",0,0,2023-01-31 00:00:00,2023.0-1.0
21,AAZQ,30/12/2022,4.514,4.461,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"233.018.907,07","231.087.438,16","24.037.284,0000","9,613708","0,0076%","0,0000%","-3,1629%","-3,8629%",0.7,"0,0000%",Valor (R$),"74.565.130,91","100,00","0,00","0,00","74.565.030,91","158.453.776,16","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.048.698,24","0,00","0,00",0,"0,00","0,00","0,00","153.405.077,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Valor (R$),"1.682.609,88","17.539,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","231.319,58",0,0,0,0,0,"0,00","1.931.468,91",0,0,2022-12-30 00:00:00,2022.0-4.0
22,AGRX,30/09/2024,22.537,22.507,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,"182.568.926,32","182.168.283,42","17.903.151,0000","10,175208","0,0836%","0,0014%","1,2660%","1,2660%",0.0,0,Valor (R$),"200,87","200,87","0,00","0,00","0,00","180.962.498,37","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","17.732.235,73","19.212.899,76","0,00","0,00","0,00","0,00","0,00","144.017.362,88","0,00","0,00","0,00","0,00","1.606.227,08","0,00","0,00","1.606.227,08",Valor (R$),"0,00","152.309,57","244.052,79","0,00","0,00","0,00","0,00","0,00","0,00","4.280,54","0,00","400.642,90","0,00","0,00","0,00",0,0,0,0,2024-09-30 00:00:00,2024.0-3.0
23,AGRX,28/03/2024,20.957,20.919,26.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"180.373.969,54","180.075.980,33","17.903.151,0000","10,058340","0,0790%","0,0014%","-0,0771%","-0,0771%",0.0,0,Valor (R$),"917.760,53","0,00","0,00","0,00","917.760,53","179.456.044,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20.202.927,78","0,00","0,00",0,"0,00","0,00","0,00","159.253.116,73","0,00","0,00","0,00","0,00","164,50","0,00","0,00","164,50",Valor (R$),"0,00","142.251,19","151.457,48","0,00","0,00","0,00","0,00","0,00","0,00","4.280,54",0,0,0,0,0,"0,00","297.989,21",0,0,2024-03-28 00:00:00,2024.0-1.0
24,AGRX,28/06/2024,20.745,20.709,25.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,"179.813.838,30","179.319.355,37","17.903.151,0000","10,016078","0,0793%","0,0014%","-0,4924%","-0,4947%",0.0023,0,Valor (R$),"5.334.114,68","0,00","0,00","0,00","5.334.114,68","174.452.163,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18.329.940,19","0,00","0,00",0,"0,00","0,00","0,00","156.122.223,26","0,00","0,00","0,00","0,00","27.560,17","0,00","0,00","27.560,17",Valor (R$),"4.168,65","142.215,70","343.142,38","0,00","0,00","0,00","0,00","0,00","0,00","4.956,20",0,0,0,0,0,"0,00","494.482,93",0,0,2024-06-28 00:00:00,2024.0-2.0
25,AGRX,29/12/2023,17.365,17.336,20.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,"144.687.687,96","144.301.915,48","14.278.370,0000","10,106330","0,0645%","0,0014%","-0,4518%","-0,4518%",0.0,0,Valor (R$),"132.381.729,03","192,16","0,00","128.980.003,74","3.401.533,13","12.305.958,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","12.305.958,93","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Valor (R$),"0,00","93.054,24","290.606,35","0,00","0,00","0,00","0,00","0,00","0,00","2.111,89",0,0,0,0,0,"0,00","385.772,48",0,0,2023-12-29 00:00:00,2023.0-4.0
26,AGRX,30/08/2024,21.647,21.622,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,"180.217.835,55","179.895.613,73","17.903.151,0000","10,048265","0,0888%","0,0014%","0,0026%","0,0026%",0.0,0,Valor (R$),"3.681.038,70","0,00","0,00","0,00","3.681.038,70","176.520.806,84","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","17.111.511,66","0,00","0,00","0,00","0,00","0,00","0,00","159.409.295,18","0,00","0,00","0,00","0,00","15.990,01","0,00","0,00","15.990,01",Valor (R$),"0,00","159.679,58","158.261,70","0,00","0,00","0,00","0,00","0,00","0,00","4.280,54","0,00","322.221,82","0,00","0,00","0,00",0,0,0,0,2024-08-30 00:00:00,2024.0-3.0
27,AGRX,31/07/2024,20.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.824,"180.155.997,47","179.906.341,05","17.903.151,0000","10,048865","0,0926%","0,0014%","0,3404%","0,3381%",0.0023,0,Valor (R$),"1.904.261,36","0,00","0,00","0,00","1.904.261,36","178.232.233,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","16.896.480,88","0,00","0,00",0,"0,00","0,00","0,00","161.335.752,68","0,00","0,00","0,00","0,00","19.502,55","0,00","0,00","19.502,55",Valor (R$),"4.168,65","166.652,86","78.834,91","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,0,0,"0,00","249.656,42",0,0,2024-07-31 00:00:00,2024.0-3.0
28,AGRX,28/06/2024,20.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.015,"179.813.838,30","179.319.355,37","17.903.151,0000","10,016078","0,0793%","0,0014%","-0,4924%","-0,4947%",0.0023,0,Valor (R$),"5.334.114,68","0,00","0,00","0,00","5.334.114,68","174.452.163,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18.329.940,19","0,00","0,00",0,"0,00","0,00","0,00","156.122.223,26","0,00","0,00","0,00","0,00","27.560,17","0,00","0,00","27.560,17",Valor (R$),"4.168,65","142.215,70","343.142,38","0,00","0,00","0,00","0,00","0,00","0,00","4.956,20",0,0,0,0,0,"0,00","494.482,93",0,0,2024-06-28 00:00:00,2024.0-2.0
