,ticker,Data da Informação sobre detalhamento do número de cotistas¹,Número de cotistas,Pessoa física,Pessoa jurídica não financeira,Banco comercial,Corretora ou distribuidora,Outras pessoas jurídicas financeiras,Investidores não residentes,Entidade aberta de previdência complementar,Entidade fechada de previdência complementar,Regime próprio de previdência dos servidores públicos,Sociedade seguradora ou resseguradora,Sociedade de capitalização e de arrendamento mercantil,Fundos de investimento imobiliário,Outros fundos de investimento,Cotistas de distribuidores do fundo (distribuição por conta e ordem),Outros tipos de cotistas não relacionados,Ativo – R$,Patrimônio Líquido – R$,Número de Cotas Emitidas,Valor Patrimonial das Cotas – R$,Despesas com a taxa de administração em relação ao patrimônio líquido do mês (%),Despesas com o agente custodiante em relação ao patrimônio líquido do mês (%),Rentabilidade Efetiva Mensal (%),Rentabilidade Patrimonial do Mês de Referência² (%),Dividend Yield do Mês de Referência³ (%),Amortizações de cotas do Mês de Referência⁴ (%),Informações do Ativo,"Total mantido para as Necessidades de Liquidez (art. 46, § único, ICVM 472/08)",Disponibilidades,Títulos Públicos,Títulos Privados,Fundos de Renda Fixa,Total investido,Direitos reais sobre bens imóveis,Terrenos,Imóveis para Renda Acabados,Imóveis para Renda em Construção,Imóveis para Venda Acabados,Imóveis para Venda em Construção,Outros direitos reais,Ações,Debêntures,"Bônus de Subscrição, seus cupons, direitos, recibos de subscrição e certificados de desdobramentos",Certificados de Depósitos de Valores Mobiliários,Fundo de Ações (FIA),Fundo de Investimento em Participações (FIP),Fundo de Investimento Imobiliário (FII),Fundo de Investimento em Direitos Creditórios (FIDC),Outras cotas de Fundos de Investimento,Notas Promissórias,Notas Comerciais,Ações de Sociedades cujo único propósito se enquadra entre as atividades permitidas aos FII,Cotas de Sociedades que se enquadre entre as atividades permitidas aos FII,Certificados de Potencial Adicional de Construção (CEPAC),"Certificado de Recebíveis Imobiliários ""CRI"" (se FIAGRO, Certificado de Recebíveis do Agronegócio ""CRA"")",Letras Hipotecárias,"Letras de Crédito Imobiliário ""LCI"" (se FIAGRO, Letras de Crédito do Agronegócio ""LCA"")",Letra Imobiliária Garantida (LIG),Outros Valores Mobiliários,Valores a Receber,Contas a Receber por Aluguéis,Contas a Receber por Venda de Imóveis,Outros Valores a Receber,Informações do Passivo,Rendimentos a distribuir,Taxa de administração a pagar,Taxa de performance a pagar,Obrigações por aquisição de imóveis,Adiantamento por venda de imóveis,Adiantamento de valores de aluguéis,Obrigações por securitização de recebíveis,Instrumentos financeiros derivativos,Provisões para contingências,Outros valores a pagar,"Provisões por garantias prestadas (fiança, aval, aceite ou outra coobrigação)",Total dos Passivos,Valor total dos imóveis objeto de ônus reais,Valor total das garantias prestadas com operacões da classe,"Valor total das garantias prestadas com operações de cotistas (art. 32, § 3º, Anexo normativo III)",Cédulas de Debêntures,Total do passivo,Certificado de Recebíveis Imobiliários (CRI),Letras de Crédito Imobiliário (LCI),Data,Ano_Quarter
116,CPTR,28/02/2023,13.037,12.934,89.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,"408.713.370,75","408.303.835,66","4.138.006,0000","98,671639","0,0860%","0,0000%","0,5059%","-0,1760%",0.6819,"0,0000%",Valor (R$),"1.293.692,12","0,00","0,00","0,00","1.293.692,12","407.398.745,66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.666.295,25","5.543.469,16","0,00","0,00",0,"0,00","0,00","0,00","397.188.981,25","0,00","0,00","0,00","0,00","20.932,97","0,00","0,00","20.932,97",Valor (R$),"0,00","351.078,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","58.456,49",0,0,0,0,0,"0,00","409.535,09",0,0,2023-02-28 00:00:00,2023.0-1.0
117,CPTR,31/03/2023,14.109,14.019,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,"410.021.345,45","409.611.194,11","4.138.006,0000","98,987579","0,0856%","0,0000%","1,8413%","0,3202%",1.5211,"0,0000%",Valor (R$),"6.466.018,63","0,00","0,00","0,00","6.466.018,63","403.538.454,16","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.663.366,00","5.645.729,87","0,00","0,00",0,"0,00","0,00","0,00","393.229.358,29","0,00","0,00","0,00","0,00","16.872,66","0,00","0,00","16.872,66",Valor (R$),"0,00","350.460,79","0,00","0,00","0,00","0,00","0,00","0,00","0,00","59.690,55",0,0,0,0,0,"0,00","410.151,34",0,0,2023-03-31 00:00:00,2023.0-1.0
118,CPTR,31/01/2023,11.776,11.672,91.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,"409.273.074,90","409.023.615,09","4.138.006,0000","98,845583","0,0325%","0,0000%","1,2455%","0,1303%",1.1152,"0,0000%",Valor (R$),"2.171.696,19","0,00","0,00","0,00","2.171.696,19","407.040.255,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.721.951,00","5.507.294,95","0,00","0,00",0,"0,00","0,00","0,00","396.811.009,15","0,00","0,00","0,00","0,00","61.123,61","0,00","0,00","61.123,61",Valor (R$),"0,00","132.901,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","116.558,76",0,0,0,0,0,"0,00","249.459,81",0,0,2023-01-31 00:00:00,2023.0-1.0
119,CPTR,28/04/2023,15.285,15.195,79.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,"408.581.029,91","407.099.622,50","4.138.006,0000","98,380626","0,0864%","0,0000%","-10,1727%","-0,6132%",-9.5595,"0,0000%",Valor (R$),"1.939.645,13","0,00","0,00","0,00","1.939.645,13","406.627.433,46","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.180.268,75","5.727.074,11","0,00","0,00",0,"0,00","0,00","0,00","395.720.090,60","0,00","0,00","0,00","0,00","13.951,32","0,00","0,00","13.951,32",Valor (R$),"0,00","351.582,94","1.067.475,36","0,00","0,00","0,00","0,00","0,00","0,00","62.349,11",0,0,0,0,0,"0,00","1.481.407,41",0,0,2023-04-28 00:00:00,2023.0-2.0
120,CPTR,28/04/2023,15.285,15.195,79.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,"408.581.029,91","407.099.622,50","4.138.006,0000","98,380626","0,0864%","0,0000%","-10,1727%","-0,6132%",-9.5595,"0,0000%",Valor (R$),"1.939.645,13","0,00","0,00","0,00","1.939.645,13","406.627.433,46","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.180.268,75","5.727.074,11","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","395.720.090,60","13.951,32","0,00","0,00","13.951,32",Valor (R$),"0,00","351.582,94","1.067.475,36","0,00","0,00","0,00","0,00","0,00","0,00","62.349,11",0,0,0,0,0,"0,00","1.481.407,41",0,0,2023-04-28 00:00:00,2023.0-2.0
121,CPTR,31/03/2023,14.109,14.019,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,"410.021.345,45","409.611.194,11","4.138.006,0000","98,987579","0,0856%","0,0000%","1,8413%","0,3202%",1.5211,"0,0000%",Valor (R$),"6.466.018,63","0,00","0,00","0,00","6.466.018,63","403.538.454,16","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.663.366,00","5.645.729,87","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","393.229.358,29","16.872,66","0,00","0,00","16.872,66",Valor (R$),"0,00","350.460,79","0,00","0,00","0,00","0,00","0,00","0,00","0,00","59.690,55",0,0,0,0,0,"0,00","410.151,34",0,0,2023-03-31 00:00:00,2023.0-1.0
122,CPTR,28/02/2023,13.037,12.934,89.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,"408.713.370,75","408.303.835,66","4.138.006,0000","98,671639","0,0860%","0,0000%","0,5059%","-0,1760%",0.6819,"0,0000%",Valor (R$),"1.293.692,12","0,00","0,00","0,00","1.293.692,12","407.398.745,66","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.666.295,25","5.543.469,16","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","397.188.981,25","20.932,97","0,00","0,00","20.932,97",Valor (R$),"0,00","351.078,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","58.456,49",0,0,0,0,0,"0,00","409.535,09",0,0,2023-02-28 00:00:00,2023.0-1.0
123,CPTR,31/01/2023,11.776,11.672,91.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,"409.273.074,90","409.023.615,09","4.138.006,0000","98,845583","0,0325%","0,0000%","1,2455%","0,1303%",1.1152,"0,0000%",Valor (R$),"2.171.696,19","0,00","0,00","0,00","2.171.696,19","407.040.255,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.721.951,00","5.507.294,95","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","396.811.009,15","61.123,61","0,00","0,00","61.123,61",Valor (R$),"0,00","132.901,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","116.558,76",0,0,0,0,0,"0,00","249.459,81",0,0,2023-01-31 00:00:00,2023.0-1.0
124,CPTR,30/12/2022,10.812,10.71,95.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,"408.900.573,59","408.491.327,68","4.138.006,0000","98,716949","0,0833%","0,0000%","1,8124%","0,0649%",1.7475,"0,0000%",Valor (R$),"228.207,99","0,00","0,00","0,00","228.207,99","408.656.792,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.067.998,00","6.397.044,98","0,00","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","398.191.749,42","15.573,20","0,00","0,00","15.573,20",Valor (R$),"0,00","340.188,54","0,00","0,00","0,00","0,00","0,00","0,00","0,00","69.057,37",0,0,0,0,0,"0,00","409.245,91",0,0,2022-12-30 00:00:00,2022.0-4.0
125,CPTR,30/11/2022,10.407,10.299,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,"408.360.639,68","408.226.242,73","4.138.006,0000","98,652888","0,0125%","0,0000%","1,0361%","-0,0290%",1.0651,"0,0000%",Valor (R$),"2.537.869,65","215.654,75","0,00","0,00","2.322.214,90","405.802.023,68","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.220.392,80","5.677.642,81","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","395.903.988,07","20.746,35","0,00","0,00","20.746,35",Valor (R$),"0,00","51.043,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","83.353,89",0,0,0,0,0,"0,00","134.396,95","0,00","0,00",2022-11-30 00:00:00,2022.0-4.0
126,CPTR,31/10/2022,10.391,10.274,109.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,"408.471.408,27","408.344.526,08","4.138.006,0000","98,681473","0,0124%","0,0000%","1,5903%","0,8590%",0.7313,"0,0000%",Valor (R$),"1.088.086,86","0,00","0,00","0,00","1.088.086,86","407.356.581,68","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.241.574,03","5.582.491,36","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","397.532.516,29","26.739,73","0,00","0,00","26.739,73",Valor (R$),"0,00","50.608,36","0,00","0,00","0,00","0,00","0,00","0,00","0,00","76.273,83",0,0,0,0,0,"0,00","126.882,19","0,00","0,00",2022-10-31 00:00:00,2022.0-4.0
127,CPTR,29/09/2022,9.716,9.595,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,"404.962.894,73","404.866.876,03","4.138.006,0000","97,841056","0,0062%","0,0000%","-1,3769%","-2,3412%",0.9643,"0,0000%",Valor (R$),"1.700.697,62","0,00","0,00","0,00","1.700.697,62","403.226.899,47","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.251.616,24","5.488.921,09","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","393.486.362,14","35.297,64","0,00","0,00","35.297,64",Valor (R$),"0,00","25.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","71.018,70",0,0,0,0,0,"0,00","96.018,70","0,00","0,00",2022-09-29 00:00:00,2022.0-3.0
128,CPTR,31/08/2022,437.0,423.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"104.084.336,40","103.820.409,11","1.036.270,0000","100,186640","0,0241%","0,0000%","1,5111%","-0,0485%",1.5596,"0,0000%",Valor (R$),"485.010,72","0,00","0,00","0,00","485.010,72","103.561.442,58","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.227.662,50","5.384.563,81","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","95.949.216,27","37.883,10","0,00","0,00","37.883,10",Valor (R$),"0,00","25.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","238.927,29",0,0,0,0,0,"0,00","263.927,29","0,00","0,00",2022-08-31 00:00:00,2022.0-3.0
129,CPTR,29/07/2022,158.0,147.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"103.966.700,40","103.870.819,60","1.036.270,0000","100,235286","0,0241%","0,0000%","4,8364%","3,6276%",1.2088,"0,0000%",Valor (R$),"65.161,81","0,00","0,00","0,00","65.161,81","103.856.946,08","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.802.010,91","6.169.106,69","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","95.885.828,48","44.592,51","0,00","0,00","44.592,51",Valor (R$),"0,00","25.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","70.880,80",0,0,0,0,0,"0,00","95.880,80","0,00","0,00",2022-07-29 00:00:00,2022.0-3.0
130,CPTR,30/06/2022,58.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"104.706.038,46","100.234.735,85","1.036.270,0000","96,726467","0,0249%","0,0000%","1,3729%","0,0749%",1.298,"0,0000%",Valor (R$),"958.200,17","0,00","0,00","0,00","958.200,17","103.707.491,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.666.697,36","6.288.893,79","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","95.751.899,85","40.347,29","0,00","0,00","40.347,29",Valor (R$),"4.327.985,19","25.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","118.317,42",0,0,0,0,0,"0,00","4.471.302,61","0,00","0,00",2022-06-30 00:00:00,2022.0-2.0
131,CPTR,31/05/2022,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"103.616.220,21","100.159.732,26","1.036.270,0000","96,654088","0,0250%","0,0000%","1,2264%","-0,3799%",1.6063,"0,0000%",Valor (R$),"635.422,88","1.180,30","0,00","0,00","634.242,58","102.928.434,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","863.460,45","6.320.979,39","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","95.743.994,58","52.362,91","0,00","0,00","52.362,91",Valor (R$),"3.027.929,86","25.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","403.558,09",0,0,0,0,0,"0,00","3.456.487,95","0,00","0,00",2022-05-31 00:00:00,2022.0-2.0
132,CPTR,29/04/2022,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"102.028.730,95","100.541.730,77","1.036.270,0000","97,022717","0,0249%","0,0000%","1,2662%","-0,0541%",1.3203,"0,0000%",Valor (R$),"502.464,18","0,00","0,00","0,00","502.464,18","101.474.118,25","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","329.198,91","6.349.556,04","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","94.795.363,30","52.148,52","0,00","0,00","52.148,52",Valor (R$),"1.412.936,49","25.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","49.063,69",0,0,0,0,0,"0,00","1.487.000,18","0,00","0,00",2022-04-29 00:00:00,2022.0-2.0
133,CPTR,29/04/2022,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"101.476.327,38","100.002.269,25","1.036.270,0000","96,502137","0,0250%","0,0000%","0,7171%","-0,5904%",1.3075,"0,0000%",Valor (R$),"502.464,18","0,00","0,00","0,00","502.464,18","100.921.714,68","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","-223.204,66","6.349.556,04","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","94.795.363,30","52.148,52","0,00","0,00","52.148,52",Valor (R$),"1.399.994,44","25.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","49.063,69",0,0,0,0,0,"0,00","1.474.058,13","0,00","0,00",2022-04-29 00:00:00,2022.0-2.0
134,CPTR,31/03/2022,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"58.035.782,68","57.867.823,36","596.113,0000","97,075258","0,0189%","0,0000%","0,7434%","0,5961%",0.1473,"0,0000%",Valor (R$),"132.912,32","0,00","0,00","0,00","132.912,32","57.846.331,62","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","52.114,50","4.291.959,96","0,00","0,00",0,"0,00","0,00","0,00",0,"0,00",0,"0,00","53.502.257,16","56.538,74","0,00","0,00","56.538,74",Valor (R$),"84.741,54","10.909,09","0,00","0,00","0,00","0,00","0,00","0,00","0,00","72.308,69",0,0,0,0,0,"0,00","167.959,32","0,00","0,00",2022-03-31 00:00:00,2022.0-1.0
135,CRAA,30/09/2024,7.996,7.971,21.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"240.115.881,37","239.802.194,35","2.369.836,0000","101,189363","0,0999%","0,0000%","-0,9893%","0,1079%",-1.0972,"0,0000%",Valor (R$),"3.613.891,61","0,00","3.613.891,61","0,00","0,00","236.499.675,49","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","9.463.865,88","0,00","0,00","0,00","0,00","0,00","0,00","227.035.809,61","0,00","0,00","0,00","0,00","2.314,27","0,00","0,00","2.314,27",Valor (R$),"0,00","239.543,77","48.978,08","0,00","0,00","0,00","0,00","0,00","0,00","25.165,17","0,00","313.687,02","0,00","0,00","0,00",0,0,0,0,2024-09-30 00:00:00,2024.0-3.0
136,CRAA,30/08/2024,7.88,7.85,26.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"239.870.797,36","239.543.777,81","2.369.836,0000","101,080319","0,0993%","0,0000%","-0,3565%","0,7199%",-1.0764,"0,0000%",Valor (R$),"2.497.326,97","0,00","2.497.326,97","0,00","0,00","237.364.746,39","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","9.452.361,79","0,00","0,00","0,00","0,00","0,00","0,00","227.912.384,60","0,00","0,00","0,00","0,00","8.724,00","0,00","0,00","8.724,00",Valor (R$),"0,00","237.831,61","68.080,66","0,00","0,00","0,00","0,00","0,00","0,00","21.107,28","0,00","327.019,55","0,00","0,00","0,00",0,0,0,0,2024-08-30 00:00:00,2024.0-3.0
137,CRAA,31/07/2024,7.526,7.485,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"237.916.145,29","237.831.614,85","2.369.836,0000","100,357837","0,0223%","0,0000%","-1,3637%","-1,0586%",-0.3051,"0,0000%",Valor (R$),"177.996.349,46","0,00","176.394.328,09","0,00","1.602.021,37","59.909.107,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","59.909.107,30","0,00","0,00","0,00","0,00","10.688,53","0,00","0,00","10.688,53",Valor (R$),"0,00","52.934,85","13.065,88","0,00","0,00","0,00","0,00","0,00","0,00","18.529,71",0,0,0,0,0,"0,00","84.530,44",0,0,2024-07-31 00:00:00,2024.0-3.0
138,CRAA,28/06/2024,3.524,3.508,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"50.356.266,34","50.191.993,99","494.836,0000","101,431573","0,1055%","0,0000%","-1,1333%","-0,0456%",-1.0877,"0,0000%",Valor (R$),"790.385,94","0,00","0,00","0,00","790.385,94","49.552.899,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","49.552.899,42","0,00","0,00","0,00","0,00","12.980,98","0,00","0,00","12.980,98",Valor (R$),"0,00","52.956,77","85.871,14","0,00","0,00","0,00","0,00","0,00","0,00","25.444,44",0,0,0,0,0,"0,00","164.272,35",0,0,2024-06-28 00:00:00,2024.0-2.0
139,CRAA,31/05/2024,3.239,3.221,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"50.342.783,49","50.214.869,39","494.836,0000","101,477802","0,1055%","0,0000%","-1,1323%","-0,0904%",-1.0419,"0,0000%",Valor (R$),"209.501,57","0,00","0,00","0,00","209.501,57","50.118.387,04","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","50.118.387,04","0,00","0,00","0,00","0,00","14.894,88","0,00","0,00","14.894,88",Valor (R$),"0,00","53.000,29","52.168,16","0,00","0,00","0,00","0,00","0,00","0,00","22.745,65",0,0,0,0,0,"0,00","127.914,10",0,0,2024-05-31 00:00:00,2024.0-2.0
140,CRAA,30/04/2024,2.986,2.967,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"50.380.283,02","50.260.281,52","494.836,0000","101,569574","0,1058%","0,0000%","-1,1283%","-0,3410%",-0.7873,"0,0000%",Valor (R$),"167.989,35","0,00","0,00","0,00","167.989,35","50.203.488,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","50.203.488,56","0,00","0,00","0,00","0,00","8.805,11","0,00","0,00","8.805,11",Valor (R$),"0,00","53.165,11","42.065,98","0,00","0,00","0,00","0,00","0,00","0,00","24.770,41",0,0,0,0,0,"0,00","120.001,50",0,0,2024-04-30 00:00:00,2024.0-2.0
141,CRAA,28/03/2024,2.621,2.602,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"50.548.542,93","50.432.269,74","494.836,0000","101,917140","0,1056%","0,0000%","-1,2244%","-0,1655%",-1.0589,"0,0000%",Valor (R$),"365.144,22","11.573,67","0,00","0,00","353.570,55","50.173.734,27","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","50.173.734,27","0,00","0,00","0,00","0,00","9.664,44","0,00","0,00","9.664,44",Valor (R$),"0,00","53.245,24","41.814,66","0,00","0,00","0,00","0,00","0,00","0,00","21.213,29",0,0,0,0,0,"0,00","116.273,19",0,0,2024-03-28 00:00:00,2024.0-1.0
142,CRAA,29/02/2024,2.134,2.122,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"50.638.159,79","50.515.882,40","494.836,0000","102,086110","0,1053%","0,0000%","-1,1768%","0,1122%",-1.289,"0,0000%",Valor (R$),"347.492,07","0,00","0,00","0,00","347.492,07","50.279.722,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","50.279.722,03","0,00","0,00","0,00","0,00","10.945,69","0,00","0,00","10.945,69",Valor (R$),"0,00","53.191,00","30.252,57","0,00","0,00","0,00","0,00","0,00","0,00","38.833,82",0,0,0,0,0,"0,00","122.277,39",0,0,2024-02-29 00:00:00,2024.0-1.0
143,CRAA,31/01/2024,1.946,1.934,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"50.550.421,14","50.459.285,25","494.836,0000","101,971735","0,1053%","0,0000%","11,9054%","0,1438%",11.7616,"0,0000%",Valor (R$),"222.893,50","0,00","0,00","0,00","222.893,50","50.327.518,04","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","50.327.518,04","0,00","0,00","0,00","0,00","9,60","0,00","0,00","9,60",Valor (R$),"0,00","53.121,57","1.816,99","0,00","0,00","0,00","0,00","0,00","0,00","36.197,33",0,0,0,0,0,"0,00","91.135,89",0,0,2024-01-31 00:00:00,2024.0-1.0
144,CRAA,29/12/2023,1.84,1.829,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"50.560.445,52","50.386.841,35","494.836,0000","101,825335","0,1054%","0,0000%","2,0267%","0,4216%",1.6051,"0,0000%",Valor (R$),"533.908,18","10.580,19","0,00","0,00","523.327,99","50.026.317,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,"0,00","0,00","0,00","50.026.317,56","0,00","0,00","0,00","0,00","219,78","0,00","0,00","219,78",Valor (R$),"0,00","53.084,66","88.994,15","0,00","0,00","0,00","0,00","0,00","0,00","31.525,36",0,0,0,0,0,"0,00","173.604,17",0,0,2023-12-29 00:00:00,2023.0-4.0
